EmpID,Name,Gender,Date_of_Birth,Age,Join_Date,Tenure_in_org_in_months,GROSS,Net_Pay,Deduction,Deduction_percentage,Designation,Department,Education Level,Job Title,Years of Experience,Salary
22799.0,'Susanne Zhang',F,13/09/1995,24.0,7/11/19,8.0,112067.0,104339.0,7728.0,6.9,'Software Engineer II..','Media Delivery Product Engineering',,,,
22804.0,'Harland Murray',M,2/6/82,38.0,7/11/19,8.0,445267.0,304367.0,140900.0,31.64,Manager.Senior.Engineering,'GSS EPIC Engineering (HC COGS)',,,,
22808.0,'Reid Gonzales',M,23/07/1991,28.0,7/11/19,8.0,97094.0,90171.0,6923.0,7.13,'Platform Operations Engineer..','Platform Operations',,,,
22814.0,'Leslie Ponce',M,16/03/1988,32.0,11/11/19,8.0,145680.0,123341.0,22339.0,15.33,'Security Operations Center Specialist II..','APJ Security Services - SOCC',,,,
22815.0,'Jaime Maldonado',F,7/9/96,23.0,11/11/19,8.0,122200.0,115742.0,6458.0,5.28,'Software Engineer..','Enterprise Networks',,,,
22816.0,'Damian Molina',M,23/08/1990,29.0,11/11/19,8.0,215200.0,167585.0,47615.0,22.13,'Software Engineer.Senior.','Security Engineering',,,,
22820.0,'Carrol Serrano',M,23/09/1993,26.0,11/11/19,8.0,170600.0,122748.0,47852.0,28.05,'Software Engineer II..','Media Portal',,,,
22821.0,'Gilberto Obrien',M,25/03/1991,29.0,11/11/19,8.0,195114.0,131417.0,63697.0,32.65,'Software Engineer.Senior.','Enterprise Networks',,,,
22836.0,'Tristan Padilla',M,10/3/91,29.0,18/11/2019,7.0,119552.0,114654.0,4898.0,4.1,'Technical Solutions Engineer..','AmaTec - Americas TSE',,,,
22838.0,'Carlos Reilly',M,12/6/91,29.0,18/11/2019,7.0,216267.0,153781.0,62486.0,28.89,'Software Development Engineer in Test.Senior.','Security Engineering',,,,
22842.0,'Chang Small',M,5/2/94,26.0,18/11/2019,7.0,123000.0,116727.0,6273.0,5.1,'Release Engineer II..','Media Services Engineering',,,,
22843.0,'Bruce Stout',M,5/2/91,29.0,18/11/2019,7.0,202333.0,143840.0,58493.0,28.91,'Software Engineer.Senior.','Enterprise Access Engineering',,,,
22844.0,'Eli Gibbs',M,18/04/1992,28.0,18/11/2019,7.0,183467.0,154289.0,29178.0,15.9,'System Operations Engineer.Senior.','Enterprise Access Engineering',,,,
22845.0,'Beau Bryant',M,24/07/1987,32.0,18/11/2019,7.0,181202.0,127772.0,53430.0,29.49,'Business Systems Analyst.Senior II.','Corporate Systems',,,,
22846.0,'Trinidad Montoya',M,1/1/90,30.0,18/11/2019,7.0,202333.0,124701.0,77632.0,38.37,'Q/A Engineer.Senior.','Enterprise Networks',,,,
22849.0,'Carmela Hatfield',F,26/11/1993,26.0,21/11/2019,7.0,93185.0,70800.0,22385.0,24.02,'Technical Solutions Engineer..','AmaTec - Americas TSE',,,,
22859.0,'Carlton Ochoa',M,28/05/1989,31.0,21/11/2019,7.0,194400.0,141995.0,52405.0,26.96,'Software Engineer.Senior.','Media Analytics',,,,
22864.0,'Willard Morrison',M,10/6/90,30.0,25/11/2019,7.0,115286.0,108590.0,6696.0,5.81,'Technical Solutions Engineer..','AmaTec - Americas TSE',,,,
22865.0,'Lilly Hoffman',F,1/11/93,26.0,25/11/2019,7.0,111591.0,105427.0,6164.0,5.52,'Program Manager..','GSS Global Programs',,,,
22866.0,'Rachael Rosario',F,12/4/93,27.0,25/11/2019,7.0,151337.0,135148.0,16189.0,10.7,'Solutions Architect II..','Service Delivery DPM',,,,
22867.0,'Victor Ayala',M,19/09/1994,25.0,25/11/2019,7.0,136725.0,103219.0,33506.0,24.51,'Software Engineer II..','Enterprise Applications',,,,
22901.0,'Francisco Leon',M,17/01/1989,31.0,2/12/19,7.0,258917.0,218882.0,40035.0,15.46,'Site Reliability Engineer.Senior.','Security Engineering',,,,
22902.0,'Javier Lowery',M,30/06/1985,35.0,2/12/19,7.0,286487.0,254322.0,32165.0,11.23,'Infrastructure Delivery Manager..','Networks - APJ Infrastructure',,,,
22903.0,'Wanda Mckenzie',F,27/04/1993,27.0,2/12/19,7.0,112067.0,105317.0,6750.0,6.02,'Business Operations Analyst II..','Marketing Data Analytics',,,,
22905.0,'Justin Drake',M,21/05/1992,28.0,2/12/19,7.0,125795.0,120628.0,5167.0,4.11,'Systems Support Engineer..','Networks - Productivity - Systems',,,,
22907.0,'Dianne Williams',F,1/6/93,27.0,2/12/19,7.0,88267.0,82717.0,5550.0,6.29,'Platform Operations Engineer..','Platform Operations',,,,
22910.0,'Regina Holloway',F,9/10/91,28.0,5/12/19,7.0,249200.0,244000.0,5200.0,2.09,'Release Engineer II..','Enterprise Access Engineering',,,,
22922.0,'Liza Raymond',F,27/08/1993,26.0,9/12/19,7.0,363633.0,307365.0,56268.0,15.47,'Software Engineer.Senior.','Media Portal',,,,
22950.0,'Clyde Franklin',M,12/1/91,29.0,16/12/2019,6.0,445075.0,431731.0,13344.0,3.0,'Software Engineer II..','Platform Mapping Engineering',,,,
22951.0,'Brett Mayo',M,3/12/88,31.0,12/12/19,7.0,105705.0,99877.0,5828.0,5.51,'Business Operations Analyst II..','Web Strategy',,,,
22956.0,'Darrin Guzman',M,16/09/1991,28.0,16/12/2019,6.0,242948.0,236250.0,6698.0,2.76,'Network Administrator..','Enterprise Infrastructure Services',,,,
22957.0,'Ruben Ayers',M,28/01/1985,35.0,12/12/19,7.0,263636.0,208728.0,54908.0,20.83,'Program Manager.Senior.Technical','Networks - Planning',,,,
22971.0,'Celeste Stanton',F,20/01/1986,34.0,19/12/2019,6.0,187213.0,177145.0,10068.0,5.38,'Software Development Engineer in Test II..','APJ Security Services',,,,
22973.0,'Clifton Alvarado',M,28/10/1992,27.0,19/12/2019,6.0,215363.0,203851.0,11512.0,5.35,'Applications Developer II..','Corporate Systems',,,,
22974.0,'Gustavo Casey',M,29/05/1993,27.0,19/12/2019,6.0,76330.0,72303.0,4027.0,5.28,'Account Service Manager..','Americas- AMG',,,,
22984.0,'Vonda Wood',F,16/02/1982,38.0,23/12/2019,6.0,249344.0,235835.0,13509.0,5.42,'Software Engineer.Senior.','Corporate Systems',,,,
22986.0,'Luther Glenn',M,21/10/1990,29.0,23/12/2019,6.0,418587.0,407005.0,11582.0,2.77,'Technical Project Manager II..','APJ Security Services',,,,
22987.0,'Deshawn Roberts',M,17/10/1989,30.0,23/12/2019,6.0,143988.0,135858.0,8130.0,5.65,'Systems Administrator..Windows','Enterprise Infrastructure Services',,,,
22988.0,'Hong Underwood',M,8/9/86,33.0,23/12/2019,6.0,297127.0,281601.0,15526.0,5.23,'Support Delivery Manager..','AmaTec - SDM',,,,
22996.0,'Alonso Abbott',M,18/06/1995,25.0,23/12/2019,6.0,120239.0,113834.0,6405.0,5.33,'Technical Solutions Engineer..','AmaTec - Americas TSE',,,,
22998.0,'Scottie Avery',M,3/7/88,32.0,23/12/2019,6.0,299358.0,284242.0,15116.0,5.05,'Systems Engineer.Senior.','Enterprise Infrastructure Services',,,,
22999.0,'Juanita Gross',F,7/2/92,28.0,23/12/2019,6.0,150035.0,143798.0,6237.0,4.16,'Business Operations Analyst..','Web Division Sales Ops',,,,
23000.0,'Katina Duran',F,11/8/91,28.0,23/12/2019,6.0,195785.0,184961.0,10824.0,5.53,'Software Development Engineer in Test.Senior.','Enterprise Access Engineering',,,,
23001.0,'Marisol Hood',F,16/10/1996,23.0,23/12/2019,6.0,92714.0,87187.0,5527.0,5.96,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA',,,,
23022.0,'Gracie Shelton',F,13/04/1991,29.0,6/1/20,6.0,113126.0,107113.0,6013.0,5.32,'Software Engineer II..','App Architecture  Integration Services',,,,
23023.0,'Anderson Larson',M,12/2/88,32.0,6/1/20,6.0,232628.0,220380.0,12248.0,5.27,'Solutions Architect.Senior.','APJ Security Services',,,,
23025.0,'Xavier Petty',M,1/6/93,27.0,6/1/20,6.0,123287.0,116600.0,6687.0,5.42,'Security Operations Center Specialist II..','APJ Security Services - SOCC',,,,
23026.0,'Dominique Lozano',F,28/05/1991,29.0,6/1/20,6.0,161500.0,153110.0,8390.0,5.2,'Software Engineer.Senior.','Media Portal',,,,
23029.0,'Trevor Castaneda',M,13/10/1995,24.0,6/1/20,6.0,122269.0,115658.0,6611.0,5.41,'Systems Engineer II..','Developer Productivity',,,,
23030.0,'Tracy Diaz',M,17/07/1992,27.0,6/1/20,6.0,106605.0,100783.0,5822.0,5.46,'Software Engineer II..','Enterprise Applications',,,,
23031.0,'Jillian Hampton',F,4/3/94,26.0,6/1/20,6.0,84317.0,79735.0,4582.0,5.43,'Solutions Architect..','APJ Security Services',,,,
23032.0,'Howard Pittman',M,11/2/97,23.0,6/1/20,6.0,60723.0,57179.0,3544.0,5.84,'Media Operations Engineer.Associate.','AmaTEC - BOCC/ESG',,,,
23033.0,'Stacie Ellis',F,7/8/95,24.0,6/1/20,6.0,60723.0,57216.0,3507.0,5.78,'Media Operations Engineer.Associate.','AmaTEC - BOCC/ESG',,,,
23035.0,'Lenore Blake',F,12/9/93,26.0,6/1/20,6.0,154048.0,145909.0,8139.0,5.28,'Software Engineer.Senior.','GSS EPIC Product Management and Marketing',,,,
23036.0,'Rueben Zuniga',M,6/5/94,26.0,6/1/20,6.0,60723.0,56966.0,3757.0,6.19,'Media Operations Engineer.Associate.','AmaTEC - BOCC/ESG',,,,
23037.0,'Clement Ochoa',M,26/04/1984,36.0,6/1/20,6.0,333194.0,316062.0,17132.0,5.14,'Product Manager.Senior.','Enterprise Product Management',,,,
23039.0,'Byron Brady',M,1/12/93,26.0,9/1/20,6.0,69138.0,65440.0,3698.0,5.35,'Technical Solutions Engineer..','AmaTec - APJ TSE',,,,
23047.0,'Chung Morgan',M,31/03/1991,29.0,13/01/2020,6.0,112738.0,106704.0,6034.0,5.35,'Solutions Architect II..','APJ Security Services',,,,
23048.0,'Bruno Stuart',M,19/09/1984,35.0,13/01/2020,6.0,156501.0,148306.0,8195.0,5.24,'Systems Engineer.Senior.','Developer Productivity',,,,
23049.0,'Dylan Faulkner',M,5/7/95,25.0,13/01/2020,6.0,44375.0,41881.0,2494.0,5.62,'Media Operations Engineer.Associate.','AmaTEC - BOCC/ESG',,,,
23053.0,'Cindy Franklin',F,6/12/93,26.0,13/01/2020,6.0,44375.0,41819.0,2556.0,5.76,'Media Operations Engineer.Associate.','AmaTEC - BOCC/ESG',,,,
23062.0,'Geoffrey Benton',M,29/11/1989,30.0,13/01/2020,6.0,71395.0,67727.0,3668.0,5.14,'Network Administrator II..','Enterprise Infrastructure Services',,,,
4074.0,'Demarcus Carney',M,16/12/1981,38.0,24/10/2019,8.0,253273.0,167332.0,85941.0,33.93,'Finance Systems Analyst.Senior Lead.','Financial Planning and Analysis',,,,
10705.0,'Edgardo Sanford',M,31/05/1988,32.0,3/7/14,72.0,111947.0,78111.0,33836.0,30.23,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA',,,,
20196.0,'Abram Huynh',M,3/1/95,25.0,1/7/19,12.0,256.0,256.0,0.0,0.0,'Platform Operations Engineer.Associate.','Platform Operations',,,,
16812.0,'Micheal Washington',M,30/09/1988,31.0,17/10/2016,44.0,3898.0,3898.0,0.0,0.0,'Security Operations Center Specialist.Senior II.','APJ Security Services - SOCC',,,,
15342.0,'Quentin Holmes',M,4/7/89,31.0,19/11/2015,55.0,364137.0,306221.0,57916.0,15.91,'Solutions Architect.Senior.','APJ Security Services',,,,
21116.0,'Clair Reeves',M,2/3/88,32.0,15/11/2018,20.0,239957.0,189697.0,50260.0,20.95,'Technical Project Manager II..','Web Americas - ECG',,,,
6869.0,'Karyn Miles',F,10/6/88,32.0,1/3/12,100.0,115843.0,113844.0,1999.0,1.73,'Technical Account Manager.Senior.','Acquisitions - ECG IAE Pre-Sales',,,,
19360.0,'Cathy Stevens',F,21/11/1979,40.0,23/10/2017,32.0,31906.0,31706.0,200.0,0.63,'Relationship Manager.Senior.','Web Americas Inside Sales East',,,,
8092.0,'Susie Berger',F,23/12/1982,37.0,4/2/13,89.0,298183.0,295901.0,2282.0,0.77,'Instructional Designer.Senior.','Learning  Development',,,,
16457.0,'Iris Middleton',F,1/3/90,30.0,18/07/2016,47.0,167190.0,137220.0,29970.0,17.93,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA',,,,
17057.0,'Isreal Maddox',M,5/11/91,28.0,19/12/2016,42.0,59556.0,57107.0,2449.0,4.11,'User Interface Engineer II..','GSS EPIC Engineering (HC COGS)',,,,
21711.0,'Summer Henderson',F,14/01/1988,32.0,22/04/2019,14.0,118734.0,117373.0,1361.0,1.15,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA',,,,
4231.0,'Joe Moses',M,2/5/86,34.0,13/02/2017,41.0,274262.0,187141.0,87121.0,31.77,'Client Service Manager.Senior II.','Americas- AMG',,,,
18100.0,'Teri Shaw',F,21/06/1995,25.0,18/05/2017,37.0,699.0,699.0,0.0,0.0,'Software Engineer II..','Enterprise Networks',,,,
17264.0,'Mckinley Sullivan',M,3/9/86,33.0,30/01/2017,41.0,227364.0,154619.0,72745.0,31.99,'Software Development Engineer in Test.Senior II.','Media Experience SQA',,,,
14435.0,'Lavern Santos',M,27/04/1990,30.0,15/06/2015,61.0,107465.0,82188.0,25277.0,23.52,'Collections Specialist.Senior.','Finance - Customer Revenue Operations GA',,,,
9846.0,'Patrica Walton',F,22/09/1984,35.0,3/2/14,77.0,247721.0,169930.0,77791.0,31.4,Manager..Engineering,'Enterprise Applications',,,,
15056.0,'Milan Barnett',M,23/09/1986,33.0,28/09/2015,57.0,288597.0,166500.0,122097.0,42.31,'Software Engineer.Senior II Lead.','Media Analytics',,,,
22428.0,'Roman Gonzales',M,10/1/88,32.0,5/9/19,10.0,225117.0,152745.0,72372.0,32.15,'Business Systems Analyst.Senior II Lead.','Corporate Systems',,,,
9848.0,'June Nolan',F,29/01/1987,33.0,1/8/19,11.0,198049.0,140603.0,57446.0,29.01,'Program Manager.Senior.','Service Delivery Americas Web',,,,
19560.0,'Ashlee Rose',F,31/01/1992,28.0,27/11/2017,31.0,86609.0,72146.0,14463.0,16.7,'Q/A Engineer II..','IT DevOps',,,,
20362.0,'Paris Ewing',M,11/4/86,34.0,11/6/18,25.0,133673.0,107065.0,26608.0,19.91,'Technical Account Manager..','Acquisitions - ECG IAE Pre-Sales',,,,
9470.0,'Vicente Garrison',M,20/07/1991,28.0,1/9/14,70.0,105661.0,72321.0,33340.0,31.55,'Marketing Program Specialist..','Media APJ Field Marketing',,,,
16093.0,'Randell Rosales',M,12/2/90,30.0,26/05/2016,49.0,148974.0,82159.0,66815.0,44.85,'Solutions Architect II..','GSS EPIC Product Evaluation',,,,
20429.0,'Ronnie Davis',M,17/03/1980,40.0,25/06/2018,24.0,303880.0,210051.0,93829.0,30.88,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA',,,,
10045.0,'Catalina Tran',F,24/12/1981,38.0,20/03/2014,75.0,124469.0,87881.0,36588.0,29.4,'Channel Support Manager..','Global Channel - Programs Support',,,,
10167.0,'Orlando Salas',M,19/12/1984,35.0,21/04/2014,74.0,301605.0,171098.0,130507.0,43.27,'Software Engineer.Senior II Lead.','Enterprise Networks',,,,
15859.0,'Rick Morse',M,31/08/1984,35.0,2/5/16,50.0,335149.0,170166.0,164983.0,49.23,'Performance Engineer.Senior II.',Technology,,,,
19197.0,'Keith Lopez',M,9/6/88,32.0,16/10/2017,32.0,108623.0,95153.0,13470.0,12.4,'Program Manager..Technical','Service Delivery EMEA',,,,
18246.0,'Eduardo Brewer',M,1/7/87,33.0,1/6/17,37.0,219167.0,84064.0,135103.0,61.64,'Software Development Engineer in Test.Senior II.','LUNA/OPEN Engineering',,,,
18464.0,'Barton Estrada',M,25/06/1990,30.0,29/06/2017,36.0,100874.0,84620.0,16254.0,16.11,'Business Operations Analyst..','Finance - Customer Revenue Operations SM',,,,
9712.0,'Casey Poole',F,30/04/1983,37.0,2/1/14,78.0,143647.0,118950.0,24697.0,17.19,'Client Service Manager.Senior II.','EMEA - AMG',,,,
10120.0,'Terrance Colon',M,4/1/87,33.0,7/4/14,75.0,167374.0,143350.0,24024.0,14.35,'Software Engineer.Senior.','Corporate Systems',,,,
16119.0,'Anibal Pham',M,20/08/1991,28.0,30/05/2016,49.0,98453.0,77119.0,21334.0,21.67,'Security Analyst.Senior.','Enterprise Architecture and Security',,,,
7860.0,'Kermit Reilly',M,6/10/88,31.0,2/12/13,79.0,203252.0,127909.0,75343.0,37.07,'Platform Operations Engineer.Senior.','Platform Operations',,,,
14328.0,'Billy Galloway',M,21/02/1987,33.0,28/05/2015,61.0,239817.0,140110.0,99707.0,41.58,'Software Engineer.Senior II.','Media Delivery Product Engineering',,,,
16071.0,'Timmy Poole',M,26/08/1992,27.0,23/05/2016,49.0,146181.0,85642.0,60539.0,41.41,'Software Engineer.Senior.','Enterprise Center',,,,
18884.0,'Allan Carr',M,22/12/1988,31.0,28/08/2017,34.0,132569.0,116172.0,16397.0,12.37,'Solutions Architect..','APJ Security Services',,,,
15827.0,'Cristobal Howe',M,23/05/1984,36.0,2/3/17,40.0,203731.0,120787.0,82944.0,40.71,'Q/A Engineer.Senior II.','IT DevOps',,,,
18896.0,'Anton Wang',M,15/07/1992,28.0,31/08/2017,34.0,138934.0,114656.0,24278.0,17.47,'Systems Support Engineer.Senior.','IT DevOps',,,,
10009.0,'Robbie Anthony',M,13/12/1980,39.0,13/03/2014,76.0,124896.0,104439.0,20457.0,16.38,'Client Service Manager.Senior.','Americas- AMG',,,,
14900.0,'Bret Rubio',M,25/04/1983,37.0,3/9/15,58.0,215116.0,138894.0,76222.0,35.43,'Software Development Engineer in Test.Senior II.','Security Engineering',,,,
15340.0,'Jamie Good',M,19/01/1987,33.0,19/11/2015,55.0,265121.0,157839.0,107282.0,40.47,'Software Engineer.Senior II.','Media Reliability Engineering',,,,
10343.0,'Elwood Cantu',M,12/3/87,33.0,12/5/14,74.0,174189.0,117636.0,56553.0,32.47,'Q/A Engineer.Senior II.','IT DevOps',,,,
18590.0,'Fernando Baldwin',M,25/06/1985,35.0,13/07/2017,36.0,171928.0,109514.0,62414.0,36.3,'Software Engineer.Senior.','Corporate Systems',,,,
9727.0,'Hershel Simon',M,12/7/82,38.0,9/1/14,78.0,312440.0,213186.0,99254.0,31.77,Manager..Engineering,'Developer Productivity',,,,
10411.0,'Jackie Castaneda',M,13/01/1985,35.0,19/05/2014,73.0,278219.0,170828.0,107391.0,38.6,'Software Development Engineer in Test.Senior II Lead.','LUNA/OPEN Engineering',,,,
10137.0,'Pat Crosby',F,12/1/83,37.0,10/4/14,75.0,118803.0,63761.0,55042.0,46.33,'Collections Specialist.Senior.','Finance - Customer Revenue Operations GA',,,,
9904.0,'Van Cabrera',M,15/07/1980,40.0,17/02/2014,76.0,268334.0,173744.0,94590.0,35.25,'Manager..Q/A Engineering','IT DevOps',,,,
15293.0,'Gus Stanley',M,4/9/90,29.0,5/11/15,56.0,155594.0,106515.0,49079.0,31.54,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure',,,,
15091.0,'Sebastian Oneill',M,4/9/91,28.0,4/11/19,8.0,163222.0,140365.0,22857.0,14.0,'Solutions Architect II..','Service Delivery APJ',,,,
9793.0,'Kermit Mata',M,30/03/1982,38.0,16/01/2014,77.0,320957.0,204378.0,116579.0,36.32,Manager..Engineering,'GSS EPIC Engineering (HC COGS)',,,,
10290.0,'Emmitt Blankenship',M,6/10/80,39.0,5/5/14,74.0,379039.0,197248.0,181791.0,47.96,'Manager..Program Management Technical','Program Management',,,,
14829.0,'Lon Peters',M,19/04/1979,41.0,17/08/2015,58.0,237806.0,152980.0,84826.0,35.67,'Supervisor..Help Desk','Enterprise Infrastructure Services',,,,
18102.0,'Bart Huerta',M,6/5/87,33.0,18/05/2017,37.0,251152.0,143346.0,107806.0,42.92,'Software Engineer.Senior II.','LUNA/OPEN Engineering',,,,
22552.0,'Eric Mckee',M,8/6/90,30.0,16/09/2019,9.0,114591.0,77415.0,37176.0,32.44,'Systems Support Engineer II..','Developer Productivity',,,,
11930.0,'Rory Bautista',M,5/12/86,33.0,29/01/2015,65.0,107049.0,68501.0,38548.0,36.01,'Corporate Services Specialist.Senior Lead.','Global Real Estate and Workplace Productivity',,,,
19090.0,'Jeff Anthony',M,10/2/89,31.0,28/09/2017,33.0,182404.0,71820.0,110584.0,60.63,'Business Systems Analyst.Senior II.','Corporate Systems',,,,
17381.0,'Forrest Petersen',M,7/6/91,29.0,23/02/2017,40.0,152140.0,121400.0,30740.0,20.21,'Solutions Architect II..','GSS EPIC Product Evaluation',,,,
22276.0,'Delores Joseph',F,28/09/1991,28.0,1/8/19,11.0,116033.0,98991.0,17042.0,14.69,'Release Engineer II..','Storage Engineering',,,,
5132.0,'Cristopher Morrison',M,27/02/1981,39.0,9/1/14,78.0,268718.0,156366.0,112352.0,41.81,'Software Engineer.Senior II Lead.','Media Analytics',,,,
19044.0,'Mara Hanna',F,5/8/91,28.0,21/09/2017,33.0,71371.0,65741.0,5630.0,7.89,'Network Engagement Consultant..','Networks - EMEA Infrastructure',,,,
19574.0,'Jeffry Salazar',M,26/07/1989,30.0,30/11/2017,31.0,117700.0,83173.0,34527.0,29.33,'Release Engineer.Senior.','IT DevOps',,,,
14530.0,'Calvin Gonzales',M,22/02/1989,31.0,25/06/2015,60.0,110257.0,94609.0,15648.0,14.19,'Commissions Analyst II..','Finance - Commissions  Marketing',,,,
10418.0,'Brad Klein',M,5/6/80,40.0,19/05/2014,73.0,175864.0,148043.0,27821.0,15.82,'Business Systems Analyst.Senior.','Corporate Systems',,,,
